push,pousser,spingere,drücken,empujar,tuī
seven,Sept,Sette,Sieben,Siete,qī
paragraph,paragraphe,paragrafo,Absatz,párrafo,duàn
third,troisième,terzo,dritte,tercero,dìsān
shall,devoir,deve,soll,deberá,jiāng
held,détenu,tenuto,gehaltenen,sostuvo,jǔxíng
hair,cheveux,capelli,Haar,cabello,máo
describe,décrire,descrivere,beschreiben,describir,miáoshù
cook,cuisiner,cucinare,kochen,cocinar,zhǔ
floor,sol,pavimento,Boden,piso,dìbǎn
either,soit,O,entweder,cualquiera,yě
result,résultat,risultato,Ergebnis,resultado,jiéguǒ
burn,brûler,bruciare,brennen,quemar,shāo
hill,colline,collina,hügel,colina,shān
safe,sûr,sicuro,sicher,seguro,ānquán
cat,chat,gatto,Katze,gato,māo
century,siècle,secolo,Jahrhundert,siglo,shìjì
consider,considérer,prendere in considerazione,halten,considerar,kǎolǜ
type,taper,tipo,Typ,tipo,lèixíng
law,loi,legge,Gesetz,ley,fǎlǜ
bit,peu,morso,bisschen,poco,wèi
coast,côte,costa,Küste,costa,hǎiàn
copy,copie,copia,Kopieren,Copiar,fùzhì
phrase,phrase,frase,Phrase,frase,duǎnyǔ
silent,silencieux,silenzioso,still,silencioso,chénmò
tall,grand,Alto,groß,alto,gāo
sand,sable,sabbia,Sand,arena,shā
soil,sol,suolo,Boden,suelo,tǔ
roll,rouler,rotolo,rollen,rollo,gǔn
temperature,température,temperatura,Temperatur,temperatura,wēndù
finger,doigt,dito,Finger,dedo,shǒuzhǐ
industry,industrie,industria,Industrie,industria,gōngyè
value,valeur,valore,Wert,valor,jiàzhí
fight,lutte,combattimento,kämpfen,luchar,zhàndòu
lie,mensonge,menzogna,Lüge,mentir,tǎng
beat,battre,colpo,schlagen,derrotar,dǎ
excite,exciter,eccitare,anregen,excitar,jīfā
natural,naturel,naturale,natürlich,natural,zìrán de
view,voir,visualizzazione,Sicht,vista,shìtú
sense,sens,senso,Sinn,sentido,yìyì
ear,oreille,orecchio,Ohr,oreja,ěrduo
else,autre,altro,anders,demás,hái
quite,assez,abbastanza,ganz,bastante,xiāngdāng
broke,cassé,rotto,Pleite,en bancarrota,bùmíngyìwén
case,cas,caso,Fall,caso,xiāng
middle,milieu,mezzo,Mitte,medio,zhōngjiān
kill,tuer,uccisione,töten,matar,shā
son,fils,figlio,Sohn,hijo,érzi
lake,lac,lago,See,lago,hú
moment,moment,momento,Moment,momento,shíkè
scale,échelle,scala,Skala,escala,guīmó
loud,fort,forte,laut,alto,dàshēng
spring,printemps,primavera,Frühling,primavera,chūntiān
observe,observer,osservare,beobachten,observar,guānchá
child,enfant,bambino,Kind,niño,háizi
straight,droit,Dritto,gerade,derecho,zhí
consonant,consonne,consonante,Konsonant,consonante,fǔyīn
nation,nation,nazione,Nation,nación,guójiā
dictionary,dictionnaire,dizionario,Wörterbuch,diccionario,zìdiǎn
milk,lait,latte,Milch,leche,niúnǎi
speed,vitesse,velocità,Geschwindigkeit,velocidad,sùdù
method,méthode,metodo,Methode,método,fāngfǎ
organ,organe,organo,Organ,Organo,fēngqín
pay,payer,paga,zahlen,pagar,zhīfù
age,âge,età,Alter,edad,niánlíng
section,section,sezione,Abschnitt,sección,bùfen
dress,robe,vestito,Kleid,vestido,liányīqún
cloud,nuage,nuvola,Wolke,nube,yún
surprise,surprendre,sorpresa,Überraschung,sorpresa,jīngxǐ
quiet,calme,Tranquillo,ruhig,tranquilo,ānjìng
stone,pierre,calcolo,Stein,piedra,shítou
tiny,minuscule,minuscolo,winzig,diminuto,xiǎo
climb,grimper,scalata,steigen,trepar,pá
cool,cool,Freddo,Cool,Frío,liáng
design,conception,progetto,Design,diseño,shèji
poor,pauvre,povero,arm,pobre,qióng
lot,parcelle,quantità,viel,lote,hěnduō
experiment,expérience,sperimentare,Experiment,experimento,shíyàn
bottom,bas,metter il fondo a,unten,abajo,dǐ
key,clé,chiave,Schlüssel,llave,yàoshi
iron,fer,ferro,Eisen,hierro,tiě
single,célibataire,separare,einzel,soltero,dān
stick,bâton,bastone,Stock,palo,gùn
flat,plat,Piatto,Wohnung,departamento,píng
twenty,vingt,venti,zwanzig,veinte,èrshí
skin,peau,pelle,Haut,piel,pífū
smile,sourire,sorriso,lächeln,sonrisa,wēixiào
crease,pli,piega,Falte,pliegue,zhòu
hole,trou,buco,Loch,agujero,dòng
trade,commerce,commercio,Handel,comercio,màoyì
melody,mélodie,melodia,Melodie,melodía,xuánlǜ
trip,voyage,viaggio,Reise,viaje,lǚxíng
office,bureau,ufficio,Büro,oficina,bàngōngshì
receive,recevoir,ricevere,erhalten,recibir,shōudào
row,rangée,riga,Reihe,fila,pái
mouth,bouche,bocca,Mund,boca,kǒu
exact,exact,esatto,genau,exacto,quèqiè
symbol,symbole,simbolo,Symbol,símbolo,xiàngzhēng
die,mourir,morire,sterben,morir,sǐ
least,moins,meno,am wenigsten,el menos,zuìxiǎo
trouble,inquiéter,guaio,Problem,problema,máfan
shout,crier,gridare,schreien,gritar,hǎn
except,sauf,tranne,außer,excepto,chúle
wrote,a écrit,ha scritto,schrieb,escribió,xiě
seed,graine,seme,Samen,semilla,zhǒngzi
tone,Ton,tono,Ton,tono,yǔqì
join,rejoindre,giuntura,verbinden,unirse,jiārù
suggest,suggérer,suggerire,vorschlagen,sugerir,jiànyì
clean,faire le ménage,pulito,sauber,limpio,gānjìng
break,casser,rottura,brechen,romper,pò
lady,dame,signora,Dame,dama,nǚshì
yard,cour,cortile,Hof,patio,yuànzi lǐ
rise,augmenter,salita,erheben,elevar,shàngshēng
bad,mauvais,Cattivo,schlecht,malo,huài
blow,souffler,soffio,Schlag,explotar,chuī
oil,huile,olio,Öl,aceite,yóu
blood,sang,sangue,Blut,sangre,xuè
touch,touche,tocco,berühren,tocar,chùmō
grew,grandi,cresciuto,wuchs,creció,zēngzhǎng
cent,cent,cento,Cent,centavo,fēn
mix,mélanger,mescolare,mischen,mezcla,hùnhé
team,équipe,squadra,Team,equipo,tuánduì
wire,fil,filo,Draht,cable,xiàn
cost,coût,costo,kosten,costo,chéngběn
lost,perdu,perduto,verloren,perdido,shīqù
brown,brun,marrone,braun,marrón,zōngsè
wear,porter,Indossare,tragen,tener puesto,chuān
garden,jardin,giardino,Garten,jardín,huāyuán
equal,égal,pari,gleich,igual,píngděng
sent,envoyé,inviato,gesendet,enviado,sòng
choose,choisir,scegliere,wählen,elegir,xuǎnzé
fell,est tombé,caduto,fällen,cayó,xiàdiē
fit,ajuster,adatto,fit,adaptar,shìhé
flow,couler,fluire,fließen,fluir,liú
fair,équitable,Giusto,gerecht,justo,gōngpíng
bank,banque,banca,Bank,banco,àn
collect,collecter,raccogliere,sammeln,recolectar,shōují
save,sauvegarder,salva,speichern,ahorrar,jiù
control,contrôle,controllo,Kontrolle,control,kòngzhì
decimal,décimal,decimale,Dezimal,decimal,shíjìnzhì
gentle,doux,gentile,sanft,amable,wēnróu
woman,femme,donna,Frau,mujer,nǚrén
captain,capitaine,Capitano,Kapitän,capitán,chuánzhǎng
practice,pratique,pratica,üben,práctica,shíjiàn
separate,séparé,separato,separate,separado,fēnkāi
difficult,difficile,difficile,schwierig,difícil,nán
doctor,médecin,medico,Arzt,doctor,yīshēng
please,s'il te plaît,Per favore,Bitte,por favor,qǐng
protect,protéger,proteggere,schützen,proteger,bǎohù
noon,midi,mezzogiorno,Mittag,mediodía,zhōngwǔ
whose,dont,di chi,wessen,cuyo,shuíde
locate,Localiser,individuare,Lokalisieren,localizar,tàn
ring,anneau,squillo,Ring,anillo,jièzhi
character,personnage,carattere,Charakter,personaje,zìfú
insect,insecte,insetto,Insekt,insecto,kūnchóng
caught,attrapé,preso,erwischt,atrapó,zhuāzhù
period,période,periodo,Zeitraum,período,shíqī
indicate,indiquer,indicare,angeben,indicar,biǎomíng
radio,radio,Radio,Radio,radio,shōuyīnjī
spoke,parlait,parlato,gesprochen,habló,fútiáo
atom,atome,atomo,Atom,átomo,yuánzǐ
human,humain,umano,menschlich,humano,rén
history,histoire,storia,Geschichte,historia,lìshǐ
effect,effet,effetto,Wirkung,efecto,yǐngxiǎng
electric,électrique,elettrico,elektrisch,eléctrico,diàn
expect,attendre,aspettarsi,erwarten,esperar,qīwàng
crop,recadrer,raccolto,Ernte,cultivo,zuòwù
modern,moderne,moderno,modern,moderno,módēng
element,élément,elemento,Element,elemento,yuánsù
hit,frapper,colpo,Schlag,golpear,dǎ
student,étudiant,alunno,Student,alumno,xuéshēng
corner,coin,angolo,Ecke,esquina,jiǎoluò
party,faire la fête,festa,Party,fiesta,dǎng
supply,fournir,fornitura,liefern,suministrar,gōngyìng
bone,os,osso,Knochen,hueso,gǔ
rail,rail,sbarra,Schiene,carril,guǐ
imagine,imaginer,immaginare,vorstellen,imaginar,xiǎngxiàng
provide,fournir,fornire,bieten,proporcionar,tígòng
agree,accepter,Essere d'accordo,zustimmen,aceptar,tóngyì
thus,ainsi,così,daher,de este modo,yīncǐ
capital,capital,capitale,Hauptstadt,capital,zīběn
won't,ne le fera pas,non,Gewohnheit,no,búhuì
chair,chaise,sedia,Stuhl,silla,yǐzi
danger,danger,Pericolo,Gefahr,peligro,wēixiǎn
fruit,fruit,frutta,Obst,fruta,shuǐguǒ
rich,riche,ricco,reich,rico,fù
thick,épais,spesso,dick,grueso,hòu
soldier,soldat,soldato,Soldat,soldado,shìbīng
process,processus,processi,Verfahren,proceso,guòchéng
operate,fonctionner,operare,arbeiten,funcionar,cāozuò
guess,deviner,Indovinare,erraten,adivinar,cāi
necessary,nécessaire,necessario,notwendig,necesario,bìyào
sharp,pointu,affilato,scharf,afilado,fēnglì
wing,aile,ala,Flügel,ala,chìbǎng
create,créer,creare,erstellen,crear,chuàngzào
neighbor,voisin,vicino,Nachbar,vecino,línjū
wash,laver,lavare,waschen,lavar,xǐ
bat,chauve souris,pipistrello,Schläger,murciélago,biānfú
rather,plutôt,Piuttosto,eher,bastante,ér
crowd,foule,folla,Menge,multitud,rénqún
corn,maïs,mais,Mais,maíz,yùmǐ
compare,comparer,confrontare,vergleichen,comparar,bǐjiào
poem,poème,poesia,Gedicht,poema,shī
string,chaîne,corda,Zeichenfolge,cadena,zìfúchuàn
bell,cloche,campana,Glocke,campana,zhōng
depend,dépendre,dipendere,abhängen,depender,yīlài
meat,viande,carne,Fleisch,carne,ròu
rub,frotter,strofinare,reiben,frotar,cā
tube,tube,tubo,Rohr,tubo,guǎn
famous,célèbre,famoso,berühmt,famoso,zhùmíng
dollar,dollar,dollaro,Dollar,dólar,měiyuán
stream,flux,flusso,Strom,arroyo,liú
fear,peur,Paura,Furcht,miedo,kǒngjù
sight,vue,vista,Sicht,vista,jǐngxiàng
thin,mince,magro,dünn,delgado,bó
triangle,Triangle,triangolo,Dreieck,triángulo,sānjiǎoxíng
planet,planète,pianeta,Planet,planeta,xíngxīng
hurry,dépêchez-vous,fretta,beeil dich,apurarse,kuài diǎn
chief,chef,capo,Chef,jefe,shǒuxí
colony,colonie,colonia,Kolonie,colonia,zhímíndì
clock,horloge,orologio,Uhr,reloj,shízhōng
mine,le mien,mio,meins,mío,kuàngshān
tie,cravate,cravatta,binden,atar,bǎng
enter,entrer,accedere,eingeben,ingresar,jìnrù
major,majeur,maggiore,wesentlich,importante,zhǔyào
fresh,frais,fresco,frisch,fresco,xīnxiān
search,recherche,ricerca,suchen,buscar,sōusuǒ
send,envoyer,Inviare,schicken,enviar,fāsòng
yellow,jaune,giallo,Gelb,amarillo,huángsè
gun,pistolet,pistola,Pistole,pistola,qiāng
allow,permettre,permettere,erlauben,permitir,yǔnxǔ
print,imprimer,stampa,drucken,imprimir,dǎyìn
dead,mort,morto,tot,muerto,sǐ
spot,place,macchiare,Stelle,lugar,diǎn
desert,désert,deserto,Wüste,desierto,shāmò
suit,costume,abito,Anzug,traje,shìhé
current,actuel,attuale,aktuell,actual,dāngqián
lift,ascenseur,sollevare,Aufzug,elevar,diàntī
rose,rose,rosa,Rose,rosa,méi
continue,continuer,Continua,weitermachen,continuar,jìxù
block,bloc,bloccare,Block,bloquear,kuài
chart,graphique,grafico,Diagramm,cuadro,túbiǎo
hat,chapeau,cappello,Hut,sombrero,màozi
sell,vendre,vendere,verkaufen,vender,mài
success,succès,successo,Erfolg,éxito,chénggōng
company,entreprise,azienda,Unternehmen,compañía,gōngsī
subtract,soustraire,sottrarre,subtrahieren,sustraer,jiǎnqù
event,événement,evento,Ereignis,evento,shìjiàn
particular,particulier,particolare,besondere,particular,tèdìng
deal,accord,Affare,handeln,trato,jiāoyì
swim,nager,nuotare,schwimmen,nadar,yóuyǒng
term,terme,termine,Begriff,término,shùyǔ
opposite,opposé,opposto,Gegenteil,opuesto,xiāngfǎn
wife,épouse,moglie,Gattin,esposa,lǎopó
shoe,chaussure,scarpa,Schuh,zapato,xié
shoulder,épaule,spalla,Schulter,hombro,jiānbǎng
spread,propagé,diffusione,verbreiten,desparramar,chuánbō
arrange,organiser,organizzare,arrangieren,arreglar,ānpái
camp,camp,campo,Lager,acampar,yíngdì
invent,inventer,inventare,erfinden,inventar,fāmíng
cotton,coton,cotone,Baumwolle,algodón,miánhuā
born,né,nato,geboren,nacido,chūshēng
determine,déterminer,determinare,bestimmen,determinar,quèdìng
quart,litre,quarto,Quart,cuarto de galón,kuātuō
nine,neuf,nove,neun,nueve,jiǔ
truck,camion,camion,LKW,camión,kǎchē
noise,bruit,rumore,Lärm,ruido,zàoshēng
level,niveau,livello,Ebene,nivel,shuǐpíng
chance,chance,opportunità,Chance,oportunidad,jīhuì
gather,rassembler,raccogliere,versammeln,recolectar,shōují
shop,boutique,negozio,Geschäft,comercio,diàn
stretch,extensible,stirata,strecken,estirar,shēnzhǎn
throw,lancer,gettare,werfen,tirar,rēng
shine,briller,splendore,scheinen,brillar,zhào
property,propriété,proprietà,Eigentum,propiedad,cáichǎn
column,colonne,colonna,Spalte,columna,liè
molecule,molécule,molecola,Molekül,molécula,fēnzǐ
select,sélectionner,Selezionare,wählen,seleccionar,xuǎnzé
wrong,faux,sbagliato,falsch,equivocado,cuò
gray,gris,grigio,grau,gris,huīsè
repeat,répéter,ripetere,wiederholen,repetir,chóngfù
require,exiger,richiedere,erfordern,requerir,xūyào
broad,large,ampio,breit,amplio,guǎngfàn
prepare,préparer,preparare,vorbereiten,preparar,zhǔnbèi
salt,sel,sale,Salz,sal,yán
nose,nez,naso,Nase,nariz,bízi
plural,pluriel,plurale,Plural,plural,fùshù
anger,colère,rabbia,Wut,enojo,fènnù
claim,réclamer,reclamo,beanspruchen,afirmar,suǒpéi
continent,continent,continente,Kontinent,continente,dàlù
oxygen,oxygène,ossigeno,Sauerstoff,oxígeno,yǎng
sugar,sucre,zucchero,Zucker,azúcar,táng
death,la mort,morte,Tod,muerte,sǐwáng
pretty,joli,bello,hübsch,bonito,měi
skill,compétence,abilità,Fähigkeit,habilidad,jìnéng
women,femmes,donne,Frauen,mujer,nǚrén
season,saison,stagione,Jahreszeit,estación,jìjié
solution,solution,soluzione,Lösung,solución,róngyè
magnet,aimant,magnete,Magnet,imán,cítiě
silver,argent,argento,Silber,plata,yín
thank,remercier,Grazie,Dank,agradecer,xièxiè
branch,bifurquer,ramo,Zweig,rama,fēnzhī
match,correspondre,incontro,übereinstimmen,fósforo,huǒchái
suffix,suffixe,suffisso,Suffix,sufijo,hòuzhuì
especially,en particulier,particolarmente,besonders,especialmente,tèbiéshì
fig,figue,Fico,Feige,higo,wúhuāguǒ
afraid,effrayé,Paura,besorgt,asustado,hàipà
huge,énorme,Enorme,riesig,enorme,jùdà
sister,sœur,sorella,Schwester,hermana,jiějiě
steel,acier,acciaio,Stahl,acero,gāng
discuss,discuter,discutere,diskutieren,conversar,tǎolùn
forward,avant,inoltrare,nach vorne,adelante,xiàngqián
similar,similaire,simile,ähnlich,similar,lèisì
guide,guide,guida,Führung,guía,zhǐdǎo
experience,expérience,esperienza,Erfahrung,experiencia,jīngyàn
score,score,punto,Punktzahl,puntaje,défēn
apple,pomme,mela,Apfel,manzana,píngguǒ
bought,acheté,comprato,gekauft,compró,mǎi
led,dirigé,guidato,LED,condujo,fāguāng èrjíguǎn
pitch,pas,pece,Tonhöhe,paso,tóu
coat,manteau,cappotto,Mantel,abrigo,wàitào
mass,masse,massa,Masse,masa,zhìliàng
card,carte,carta,Karte,tarjeta,kǎ
band,groupe,gruppo musicale,Band,banda,yuèduì
rope,corde,corda,Seil,soga,shéng
slip,glisser,scontrino,Unterhose,deslizar,huá
win,gagner,vincita,gewinnen,ganar,yíng
dream,rêve,sogno,Traum,sueño,mèng
evening,soirée,sera,Abend,noche,bàngwǎn
condition,condition,condizione,Zustand,condición,tiáojiàn
feed,alimentation,foraggio,füttern,alimentar,sìliào
tool,outil,attrezzo,Werkzeug,herramienta,gōngjù
total,total,totale,gesamt,total,zǒng
basic,basique,di base,Basic,básico,jīběn
smell,odeur,odore,Geruch,oler,qìwèi
valley,vallée,valle,Schlucht,valle,shāngǔ
nor,ni,né,noch,ni,yěbù
double,double,Doppio,doppelt,doble,shuāng
seat,siège,posto a sedere,Sitz,asiento,zuòwèi
arrive,arriver,arrivare,ankommen,llegar,dàodá
master,maître,maestro,Meister,maestro,zhǔrén
track,piste,traccia,Schiene,pista,gēnzōng
parent,parent,genitore,Elternteil,padre,fùmǔ
shore,rive,costa,Ufer,costa,àn
division,division,divisione,Aufteilung,división,huàfēn
sheet,feuille,foglio,Blatt,hoja,biǎo
substance,substance,sostanza,Substanz,sustancia,wùzhì
favor,service,favore,favorisieren,favor,xǐài
connect,connecter,Collegare,verbinden,conectar,liánjiē
post,poste,inviare,Post,correo,fābù
spend,dépenser,trascorrere,ausgeben,gastar,huāfèi
chord,accord,accordo,Akkord,acorde,héxián
fat,graisse,grasso,fett,gordo,zhīfáng
glad,content,lieto,froh,contento,gāoxìng
original,original,originale,Original,original,yuán yǔyán
share,partager,condividere,Aktie,compartir,gòngxiǎng
station,gare,stazione,Bahnhof,estación,zhàn
dad,papa,Papà,Papa,papá,bàba
bread,pain,pane,brot,pan,miànbāo
charge,charge,carica,Aufladung,cargar,fùzé
proper,approprié,corretto,richtig,adecuado,shìdàng
bar,bar,sbarra,Bar,bar,jiǔbā
offer,offre,offerta,Angebot,oferta,tígòng
segment,segment,segmento,Segment,segmento,duàn
slave,esclave,schiavo,Sklave,esclavo,núlì
duck,canard,anatra,Ente,pato,yā
instant,instantané,immediato,sofortig,instante,shùnjiān
market,marché,mercato,Markt,mercado,shìchǎng
degree,degré,grado,Grad,grado,dù
populate,peupler,popolare,bevölkern,poblar,tiánchōng
chick,poussin,pulcino,Küken,polluelo,xiǎojī
dear,cher,Caro,Liebling,estimado,qīnàide
enemy,ennemi,nemico,Feind,enemigo,dírén
reply,répondre,rispondere,Antwort,responder,dá
drink,boire,bere,trinken,beber,hē
occur,se produire,verificarsi,geschehen,ocurrir,fāshēng
support,soutien,supporto,Unterstützung,apoyo,zhīchí
speech,discours,discorso,Rede,discurso,yǎnjiǎng
nature,nature,natura,Natur,naturaleza,zìránjiè
range,gamme,allineare,Reichweite,rango,fànwéi
steam,vapeur,vapore,Dampf,vapor,zhēngqì
motion,mouvement,movimento,Bewegung,movimiento,yùndòng
path,chemin,sentiero,Weg,camino,lùjìng
liquid,liquide,liquido,flüssig,líquido,yè
log,enregistrer,tronco d'albero,Protokoll,registro,rìzhì
meant,censé,significava,gemeint,quiso decir,yìwèi zhe
quotient,quotient,quoziente,Quotient,cociente,shāng
teeth,dents,denti,Zähne,dientes,yáchǐ
shell,coquille,conchiglia,Hülse,caparazón,ké
neck,cou,collo,Nacken,cuello,bózi
