Artist name,Description,Wiki URL,Page Views
Guillaume Dupre,French Sculptor,https://en.wikipedia.org/wiki/Guillaume%20Dupr%C3%A9,78
Jules Dupre,French Painter,https://en.wikipedia.org/wiki/Jules%20Dupr%C3%A9,710
Julien Dupre,French Painter,https://en.wikipedia.org/wiki/Julien%20Dupr%C3%A9,478
Leon-Victor Dupre,French Painter,https://en.wikipedia.org/wiki/L%C3%A9on-Victor%20Dupr%C3%A9,50
Georges Dupuis,French Painter,https://en.wikipedia.org/wiki/George%20Dupuis,40
Francois Duquesnoy,Flemish/Italian Sculptor,https://en.wikipedia.org/wiki/Fran%C3%A7ois%20Duquesnoy,604
Suzanne Duranceau,Canadian Illustrator,https://en.wikipedia.org/wiki/Suzanne%20Duranceau,65
Asher B. Durand,American Painter,https://en.wikipedia.org/wiki/Asher%20Brown%20Durand,"2,499"
John Durand,American Painter,https://en.wikipedia.org/wiki/John%20Haigh,"17,368"
Louis-Emile Durandelle,French Photographer,https://en.wikipedia.org/wiki/Louis-Emile%20Durandelle,84
Fortunato Duranti,Italian Painter,https://en.wikipedia.org/wiki/Fortunato%20Duranti,109
Terence Duren,American Illustrator,https://en.wikipedia.org/wiki/Terence%20Romaine%20von%20Duren,68
Albrecht Durer,German Painter/Engraver,https://en.wikipedia.org/wiki/Albrecht%20D%C3%BCrer,"42,413"
Jimmie Durham,American,https://en.wikipedia.org/wiki/Jimmie%20Durham,870
Joseph Durham,English Sculptor,https://en.wikipedia.org/wiki/Joseph%20Durham,750
George Henry Durrie,American Painter,https://en.wikipedia.org/wiki/George%20Henry%20Durrie,277
Cornelis Dusart,Dutch Painter,https://en.wikipedia.org/wiki/Cornelis%20Dusart,146
Jehan Duseigneur,French Sculptor,https://en.wikipedia.org/wiki/Jean%20Bernard%20Duseigneur,72
Walter Dusenbery,American Sculptor,https://en.wikipedia.org/wiki/Walter%20Dusenbery,32
Jeanne Duval,American Painter,https://en.wikipedia.org/wiki/Jeanne%20Duval,"5,158"
Marc Duval,French Painter,https://en.wikipedia.org/wiki/Marc%20Duval%20%28painter%29,96
Louis Duveau,French Painter,https://en.wikipedia.org/wiki/Louis%20Duveau,74
Elizabeth Lyman Boott Duveneck,American Painter,https://en.wikipedia.org/wiki/Elizabeth%20Boott,392
Frank Duveneck,American Painter,https://en.wikipedia.org/wiki/Frank%20Duveneck,"1,285"
Theophile-Emmanuel Duverger,French Painter,https://en.wikipedia.org/wiki/Th%C3%A9ophile%20Emmanuel%20Duverger,125
Jean Duvet,French Engraver,https://en.wikipedia.org/wiki/Jean%20Duvet,372
Gerardus Duyckinck,American Painter,https://en.wikipedia.org/wiki/Livingston%20family,"22,709"
Pieter Duyfhuysen,Dutch Painter,https://en.wikipedia.org/wiki/Pieter%20Jacobsz.%20Duyfhuysen,37
Willem Cornelisz. Duyster,Dutch Painter,https://en.wikipedia.org/wiki/Willem%20Cornelisz%20Duyster,188
Mabel Dwight,American,https://en.wikipedia.org/wiki/Mabel%20Dwight,207
Nancy Dwyer,American,https://en.wikipedia.org/wiki/Nancy%20Dwyer,261
William Dyce,Scottish Painter,https://en.wikipedia.org/wiki/William%20Dyce,960
Charles Gifford Dyer,American,https://en.wikipedia.org/wiki/Charles%20Gifford%20Dyer,64
Nancy Dyer,American,https://en.wikipedia.org/wiki/Natalia%20Dyer,"173,438"
Friedel Dzubas,German/American Painter,https://en.wikipedia.org/wiki/Friedel%20Dzubas,484
The Eagle Painter,Italian Vase Painter,https://en.wikipedia.org/wiki/Caeretan%20hydria,363
Susan Macdowell Eakins,American Painter,https://en.wikipedia.org/wiki/Susan%20Macdowell%20Eakins,882
Thomas Eakins,American Painter,https://en.wikipedia.org/wiki/Thomas%20Eakins,"12,872"
Charles Eames,American Architect/Designer,https://en.wikipedia.org/wiki/Charles%20Eames,"5,386"
Ray Eames,American Designer,https://en.wikipedia.org/wiki/Ray%20Eames,"4,994"
Joan Eardley,British Painter,https://en.wikipedia.org/wiki/Joan%20Eardley,"2,069"
Maud Earl,English Painter,https://en.wikipedia.org/wiki/Maud%20Earl,318
Ralph Earl,American Painter,https://en.wikipedia.org/wiki/Ralph%20Neville%2C%201st%20Earl%20of%20Westmorland,"9,220"
Ralph Eleaser Whiteside Earl,American Painter,https://en.wikipedia.org/wiki/Ralph%20Eleaser%20Whiteside%20Earl,494
Augustus Earle,English Painter,https://en.wikipedia.org/wiki/Augustus%20Earle,949
Eyvind Earle,American Painter/Animator,https://en.wikipedia.org/wiki/Eyvind%20Earle,"6,070"
Richard Earlom,English Printmaker,https://en.wikipedia.org/wiki/Richard%20Earlom,123
Sir Alfred East,English Painter,https://en.wikipedia.org/wiki/Alfred%20East,316
Sir Charles Lock Eastlake,English Painter,https://en.wikipedia.org/wiki/Charles%20Lock%20Eastlake,836
Emily Eastman,American,https://en.wikipedia.org/wiki/Emily%20Eastman,46
Rico Eastman,American Sculptor,https://en.wikipedia.org/wiki/John%20Eastman,"9,460"
Seth Eastman,American Painter,https://en.wikipedia.org/wiki/Seth%20Eastman,"1,321"
Charles Harry Eaton,American Painter,https://en.wikipedia.org/wiki/Charles%20Aubrey%20Eaton,490
Charles Warren Eaton,American Painter,https://en.wikipedia.org/wiki/Charles%20Warren%20Eaton,309
William B. Eaton,American Painter,https://en.wikipedia.org/wiki/William%20R.%20Eaton,361
Wyatt Eaton,Canadian Painter,https://en.wikipedia.org/wiki/Wyatt%20Eaton,151
Abastenia St. Leger Eberle,American Sculptor,https://en.wikipedia.org/wiki/Abastenia%20St.%20Leger%20Eberle,"1,113"
Charles Ebert,American Painter,https://en.wikipedia.org/wiki/Charles%20Ebert,47
Mary Roberts Ebert,American,https://en.wikipedia.org/wiki/Roger%20Ebert,"149,833"
Josef Eberz,German,https://en.wikipedia.org/wiki/Karl%20Zerbe,341
Kerr Eby,American Illustrator,https://en.wikipedia.org/wiki/Kerr%20Eby,282
Christian Eckart,Canadian Painter,https://en.wikipedia.org/wiki/Dietrich%20Eckart,"15,737"
Christoffer Wilhelm Eckersberg,Danish Painter,https://en.wikipedia.org/wiki/Christoffer%20Wilhelm%20Eckersberg,"1,907"
Eden Upton Eddis,English Painter,https://en.wikipedia.org/wiki/Eden%20Upton%20Eddis,280
Don Eddy,American Painter,https://en.wikipedia.org/wiki/Don%20Eddy,391
Albert Edelfelt,Finnish Painter,https://en.wikipedia.org/wiki/Albert%20Edelfelt,"2,951"
Charles Edenshaw,Native Canadian Sculptor,https://en.wikipedia.org/wiki/Charles%20Edenshaw,755
Harold Edgerton,American Inventor/Photographer,https://en.wikipedia.org/wiki/Doc%20Edgerton,"2,725"
Francis William Edmonds,American,https://en.wikipedia.org/wiki/Francis%20William%20Edmonds,204
William Edmondson,African-American Artist,https://en.wikipedia.org/wiki/William%20Edmondson%20%28sound%20engineer%29,86
Henry Edridge,English Painter,https://en.wikipedia.org/wiki/Henry%20Edridge,306
Allan Edson,Canadian Painter,https://en.wikipedia.org/wiki/Allan%20Edson,80
Edwin Edwards,English,https://en.wikipedia.org/wiki/Cleo%20Fields,"11,993"
George Wharton Edwards,American Painter/Illustrator,https://en.wikipedia.org/wiki/George%20Wharton%20Edwards,425
Melvin Edwards,African-American Sculptor,https://en.wikipedia.org/wiki/Melvin%20Edwards,"1,196"
Gerbrand van den Eeckhout,Dutch Painter,https://en.wikipedia.org/wiki/Gerbrand%20van%20den%20Eeckhout,534
Andries van Eertvelt,Flemish Painter,https://en.wikipedia.org/wiki/Andries%20van%20Eertvelt,143
Juan Egenau Moore,Chilean Sculptor,https://en.wikipedia.org/wiki/Juan_Egenau_Moore,N/A
Karl von Egeri,Swiss Glass Painter,https://en.wikipedia.org/wiki/Karl_von_Egeri,N/A
Augustus Leopold Egg,English Painter,https://en.wikipedia.org/wiki/Augustus%20Leopold%20Egg,"1,775"
Maude Kaufman Eggemeyer,American Painter,https://en.wikipedia.org/wiki/Maude%20Kaufman%20Eggemeyer,117
Vilmos Egger,Hungarian Painter,https://en.wikipedia.org/wiki/Sharon%20Stone%20filmography,"21,386"
Albin Egger-Lienz,Austrian Painter,https://en.wikipedia.org/wiki/Albin%20Egger-Lienz,479
William Eggleston,American Photographer,https://en.wikipedia.org/wiki/William%20Eggleston,"8,514"
Bob Eggleton,American Illustrator,https://en.wikipedia.org/wiki/Bob%20Eggleton,533
William Maw Egley,English Painter,https://en.wikipedia.org/wiki/William%20Maw%20Egley,206
Jozsef Egry,Hungarian Painter,https://en.wikipedia.org/wiki/J%C3%B3zsef%20Egry,109
John Whetten Ehninger,American Painter,https://en.wikipedia.org/wiki/John%20Whetton%20Ehninger,102
Wilhelm Schubert van Ehrenberg,Flemish Painter,https://en.wikipedia.org/wiki/Wilhelm%20Schubert%20van%20Ehrenberg,186
Georg Dionysius Ehret,German Painter/Illustrator,https://en.wikipedia.org/wiki/Georg%20Dionysius%20Ehret,416
Fritz Eichenberg,German/American Illustrator,https://en.wikipedia.org/wiki/Fritz%20Eichenberg,715
Jacob Eichholtz,American Painter,https://en.wikipedia.org/wiki/Jacob%20Eichholtz,287
Gustave Eiffel,French Architect,https://en.wikipedia.org/wiki/Gustave%20Eiffel%20University,927
Louis Eilshemius,American Painter,https://en.wikipedia.org/wiki/Louis%20Eilshemius,339
Charles Dominique Eisen,French Painter,https://en.wikipedia.org/wiki/Charles-Dominique-Joseph%20Eisen,343
Alfred Eisenstaedt,German/American Photographer,https://en.wikipedia.org/wiki/V-J%20Day%20in%20Times%20Square,"28,705"
James Eisentrager,American,https://en.wikipedia.org/wiki/Tourism%20in%20Lincoln%2C%20Nebraska,144
Will Eisner,American Writer/Illustrator,https://en.wikipedia.org/wiki/Will%20Eisner,"13,905"
Ichirakutei Eisui,Japanese Printmaker,https://en.wikipedia.org/wiki/Ichirakutei_Eisui,N/A
Kikugawa Eizan,Japanese Printmaker,https://en.wikipedia.org/wiki/Kikugawa_Eizan,N/A
Dale Eldred,American Sculptor,https://en.wikipedia.org/wiki/Dale%20Eldred,228
Olafur Eliasson,Danish/Icelandic Installation Artist,https://en.wikipedia.org/wiki/Olafur%20Eliasson,"7,397"
Pieter Janssens Elinga,Dutch Painter,https://en.wikipedia.org/wiki/Pieter%20Janssens%20Elinga,294
Ger van Elk,Dutch Conceptual Artist,https://en.wikipedia.org/wiki/Ger%20van%20Elk,237
Florence Cooney Ellerhusen,Canadian/American Painter,https://en.wikipedia.org/wiki/Ulric%20Ellerhusen,269
Charles Loring Elliott,American Painter,https://en.wikipedia.org/wiki/Charles%20Loring%20Elliott,424
Walter Ellison,African-American Painter,https://en.wikipedia.org/wiki/Walter%20Ellison,133
Elmgreen and Dragset,Irish/British Painter,https://en.wikipedia.org/wiki/Elmgreen%20%26%20Dragset,"1,542"
Alfred Elmore,Irish/British Painter,https://en.wikipedia.org/wiki/Alfred%20Elmore,269
Larry Elmore,American Illustrator,https://en.wikipedia.org/wiki/Larry%20Elmore,"1,668"
Adam Elsheimer,German Painter,https://en.wikipedia.org/wiki/Adam%20Elsheimer,"1,275"
Arthur John Elsley,British Painter,https://en.wikipedia.org/wiki/Arthur%20Elsley,617
Gil Elvgren,American Illustrator,https://en.wikipedia.org/wiki/Gil%20Elvgren,"2,249"
Peter Henry Emerson,Cuban/English Photographer,https://en.wikipedia.org/wiki/Peter%20Henry%20Emerson,778
Lin Emery,American Sculptor,https://en.wikipedia.org/wiki/Lin%20Emery,152
Tracey Emin,British,https://en.wikipedia.org/wiki/Tracey%20Emin,"31,573"
Lydia Field Emmet,American Painter,https://en.wikipedia.org/wiki/Lydia%20Field%20Emmet,374
Alfred Edward Emslie,British Painter,https://en.wikipedia.org/wiki/Alfred%20Edward%20Emslie,120
Magnus Enckell,Finnish Painter,https://en.wikipedia.org/wiki/Magnus%20Enckell,857
Thomas Ender,Austrian Painter,https://en.wikipedia.org/wiki/Thomas%20Ender,269
Cornelis Engebrechtsz.,Netherlandish Painter,https://en.wikipedia.org/wiki/Cornelis%20Engebrechtsz.,287
George Engleheart,British Painter,https://en.wikipedia.org/wiki/George%20Engleheart,307
Enjaku,Japanese Printmaker,https://en.wikipedia.org/wiki/The%20Mythical%20Detective%20Loki%20Ragnarok,"1,745"
Delphin Enjolras,French Painter,https://en.wikipedia.org/wiki/Delphin%20Enjolras,717
Kabukido Enkyo,Japanese Printmaker,https://en.wikipedia.org/wiki/Kabukid%C5%8D%20Enky%C5%8D,207
John J. Enneking,American Painter,https://en.wikipedia.org/wiki/John%20Joseph%20Enneking,363
James Ensor,Belgian Painter,https://en.wikipedia.org/wiki/James%20Ensor,"6,431"
Epiktetos,Greek Vase Painter,https://en.wikipedia.org/wiki/Epiktetos,407
Epimenes,Greek Jeweller,https://en.wikipedia.org/wiki/The%20Alcestiad,174
Jacob Epstein,American/British Sculptor,https://en.wikipedia.org/wiki/Rock%20Drill%20%28Jacob%20Epstein%29,"2,442"
Michel Erhardt,German Sculptor,https://en.wikipedia.org/wiki/Mirella%20D%27Angelo,"3,175"
Gregor Erhart,German Sculptor,https://en.wikipedia.org/wiki/Gregor%20Erhart,185
Vigilius Erichsen,Danish,https://en.wikipedia.org/wiki/Vigilius%20Eriksen,494
Nancy Erickson,American Painter/Textile Artist,https://en.wikipedia.org/wiki/Nancy%20Erickson,329
David Ericson,American Painter,https://en.wikipedia.org/wiki/Maya%20Soetoro-Ng,"46,418"
Martha Mayer Erlebacher,American Painter,https://en.wikipedia.org/wiki/Martha%20Mayer%20Erlebacher,116
Hans Erni,Swiss Painter,https://en.wikipedia.org/wiki/Hans%20Erni,807
Jimmy Ernst,German/American Painter,https://en.wikipedia.org/wiki/Jimmy%20Ernst,902
Max Ernst,German/French Painter,https://en.wikipedia.org/wiki/Max%20Ernst,"28,905"
Rudolph Ernst,Austrian Painter,https://en.wikipedia.org/wiki/Rudy%20Boesch,"13,773"
Agnolo degli Erri,Italian Painter,https://en.wikipedia.org/wiki/Agnolo%20degli%20Erri,30
Erro,Icelandic Artist,https://en.wikipedia.org/wiki/Err%C3%B3,"1,393"
Erte,Russian/French Painter/Designer,https://en.wikipedia.org/wiki/Ert%C3%A9,"6,819"
Elliott Erwitt,French/American Photographer,https://en.wikipedia.org/wiki/Elliott%20Erwitt,"3,808"
Jacob van Es,Flemish Painter,https://en.wikipedia.org/wiki/Jacob%20Foppens%20van%20Es,240
Juan Antonio Escalante,Spanish Painter,https://en.wikipedia.org/wiki/Juan%20Antonio%20de%20Fr%C3%ADas%20y%20Escalante,452
M.C. Escher,Dutch Illustrator,https://en.wikipedia.org/wiki/M.%20C.%20Escher,"55,819"
Maestro Esiguo,Spanish Painter,https://en.wikipedia.org/wiki/List%20of%20Gothic%20artists,266
Juan de Espinosa,Spanish Painter,https://en.wikipedia.org/wiki/Juan%20de%20Espinosa,104
Angel Espoy,American,https://en.wikipedia.org/wiki/Angel%20Espoy,58
Jacob Esselens,Dutch Painter,https://en.wikipedia.org/wiki/Jacob%20Esselens,58
Baldassare Estense,Italian Painter,https://en.wikipedia.org/wiki/Baldassare%20Estense,143
Richard Estes,American Painter,https://en.wikipedia.org/wiki/Richard%20Estes,"2,039"
Maurice Esteve,French Painter,https://en.wikipedia.org/wiki/Maurice%20Est%C3%A8ve,221
Antoine Etex,French Sculptor/Painter,https://en.wikipedia.org/wiki/Antoine%20%C3%89tex,238
Sorel Etrog,Romanian/Canadian Sculptor,https://en.wikipedia.org/wiki/Sorel%20Etrog,480
William Etty,English Painter,https://en.wikipedia.org/wiki/Etty,254
Euphronios,Greek Vase Painter,https://en.wikipedia.org/wiki/Euphronios,850
Eupolis Painter,Greek Vase Painter,https://en.wikipedia.org/wiki/List%20of%20Greek%20artists,"1,168"
A.W. Eustace,Australian,https://en.wikipedia.org/wiki/Eustace%20Tilley,"3,170"
Euxitheos,Greek Potter,https://en.wikipedia.org/wiki/Euphronios,850
Cerith Wyn Evans,British Installation Artist,https://en.wikipedia.org/wiki/Cerith%20Wyn%20Evans,"1,741"
De Scott Evans,American,https://en.wikipedia.org/wiki/De%20Scott%20Evans,291
Edwin Evans,American,https://en.wikipedia.org/wiki/Ernest%20E.%20Evans,"8,156"
Frederick Henry Evans,British Photographer,https://en.wikipedia.org/wiki/Frederick%20William%20Evans,139
Jessie Benton Evans,American Painter,https://en.wikipedia.org/wiki/Jessie%20Benton%20Evans,84
Minnie Evans,African-American Artist,https://en.wikipedia.org/wiki/Minnie%20Evans,"1,026"
Terry Evans,American Photographer,https://en.wikipedia.org/wiki/Terry%20Evans%20%28musician%29,680
Walker Evans,American Photographer,https://en.wikipedia.org/wiki/Walker%20Evans,"6,405"
Henri Jacques Evenepoel,Belgian Painter,https://en.wikipedia.org/wiki/Henri%20Evenepoel,322
Allart van Everdingen,Dutch Painter/Engraver,https://en.wikipedia.org/wiki/Allaert%20van%20Everdingen,302
Cesar van Everdingen,Dutch Painter,https://en.wikipedia.org/wiki/Caesar%20van%20Everdingen,377
Miles Evergood,Australian Painter,https://en.wikipedia.org/wiki/Miles%20Evergood,75
Philip Evergood,American Painter,https://en.wikipedia.org/wiki/Philip%20Evergood,402
Adrianus Eversen,Dutch,https://en.wikipedia.org/wiki/Adrianus%20Eversen,113
Reginald Grenville Eves,British Painter,https://en.wikipedia.org/wiki/Reginald%20Eves,306
John Wilson Ewbank,English,https://en.wikipedia.org/wiki/John%20Wilson%20Ewbank,110
Paterson Ewen,Canadian Painter,https://en.wikipedia.org/wiki/Paterson%20Ewen,274
Hans Eworth,Flemish Painter,https://en.wikipedia.org/wiki/Hans%20Eworth,827
Exekias,Greek Vase Painter,https://en.wikipedia.org/wiki/Exekias,"1,415"
Valie Export,Austrian,https://en.wikipedia.org/wiki/Valie%20Export,"2,673"
Alexandra Exter,Russian Painter/Designer,https://en.wikipedia.org/wiki/Aleksandra%20Ekster,"1,796"
Hubert van Eyck,Netherlandish Painter,https://en.wikipedia.org/wiki/Hubert%20van%20Eyck,"1,899"
Jan van Eyck,Netherlandish Painter,https://en.wikipedia.org/wiki/Jan%20van%20Eyck,"32,862"
Ivan Eyre,Canadian Painter,https://en.wikipedia.org/wiki/Ivan%20Eyre,437
Anthony Eyton,British Painter,https://en.wikipedia.org/wiki/Anthony%20Eyton,"4,959"
Fabio Fabbi,Italian Painter,https://en.wikipedia.org/wiki/Fabio%20Fabbi,319
Agenore Fabbri,Italian Sculptor,https://en.wikipedia.org/wiki/Agenore%20Fabbri,117
John Faber the Younger,English Printmaker,https://en.wikipedia.org/wiki/John%20Faber%20the%20Younger,162
Carl Faberge,Russian Jeweller,https://en.wikipedia.org/wiki/Peter%20Carl%20Faberg%C3%A9,"13,609"
Francois-Xavier Fabre,French Painter,https://en.wikipedia.org/wiki/Fran%C3%A7ois-Xavier%20Fabre,778
Jan Fabre,Belgian Installation Artist,https://en.wikipedia.org/wiki/Kris%20Cuppens,448
Pietro Fabris,Italian Painter,https://en.wikipedia.org/wiki/Pietro%20Fabris,189
Barent Fabritius,Dutch Painter,https://en.wikipedia.org/wiki/Barent%20Fabritius,259
Carel Fabritius,Dutch Painter,https://en.wikipedia.org/wiki/Carel%20Fabritius,"6,199"
Luciano Fabro,Italian Sculptor,https://en.wikipedia.org/wiki/Luciano%20Fabro,253
Pietro Faccini,Italian Painter,https://en.wikipedia.org/wiki/Pietro%20Faccini,140
John Faed,Scottish Painter,https://en.wikipedia.org/wiki/John%20Faed,552
Thomas Faed,Scottish Painter,https://en.wikipedia.org/wiki/Thomas%20Faed,231
Peter Faes,Flemish Painter,https://en.wikipedia.org/wiki/Peter%20Lely,"4,625"
Joe Fafard,Canadian Sculptor,https://en.wikipedia.org/wiki/Joe%20Fafard,583
Robert Fagan,British,https://en.wikipedia.org/wiki/Robert%20Fagan,174
Alfeo Faggi,Italian/American Painter,https://en.wikipedia.org/wiki/The%20Dial,"2,298"
Joseph Fagnani,Italian Painter,https://en.wikipedia.org/wiki/Henry%20Bulwer%2C%201st%20Baron%20Dalling%20and%20Bulwer,805
Oyvind Fahlstrom,Brazilian/Swedish,https://en.wikipedia.org/wiki/%C3%96yvind%20Fahlstr%C3%B6m,325
Avard T. Fairbanks,American Sculptor,https://en.wikipedia.org/wiki/Avard%20Fairbanks,905
Semantha Fairbanks,American,https://en.wikipedia.org/wiki/Semantha%20Fairbanks,15
Filippo Falciatore,Italian Painter,https://en.wikipedia.org/wiki/Paolo%20de%20Matteis,371
Biagio Falcieri,Italian Painter,https://en.wikipedia.org/wiki/Biagio%20Falcieri,44
Etienne-Maurice Falconet,French Sculptor,https://en.wikipedia.org/wiki/%C3%89tienne%20Maurice%20Falconet,948
Pierre-Etienne Falconet,French Engraver,https://en.wikipedia.org/wiki/Peter%20Falconet,192
Luis Ricardo Falero,Spanish,https://en.wikipedia.org/wiki/Luis%20Ricardo%20Falero,"6,723"
Jean-Alexandre-Joseph Falguiere,French Sculptor,https://en.wikipedia.org/wiki/Alexandre%20Falgui%C3%A8re,635
Gathie Falk,Canadian,https://en.wikipedia.org/wiki/Gathie%20Falk,215
Claire Falkenstein,American,https://en.wikipedia.org/wiki/Claire%20Falkenstein,770
John Phillip Falter,American Illustrator,https://en.wikipedia.org/wiki/John%20Philip%20Falter,"2,676"
Fan Kuan,Chinese Painter,https://en.wikipedia.org/wiki/Fan%20Kuan,"1,288"
Cosimo Fancelli,Italian Sculptor,https://en.wikipedia.org/wiki/Cosimo%20Fancelli,133
Pietro Fancelli,Italian,https://en.wikipedia.org/wiki/Pietro%20Fancelli,59
Francesco Fanelli,Italian Sculptor,https://en.wikipedia.org/wiki/Francesco%20Fanelli,168
Fang Jizhong,Chinese,https://en.wikipedia.org/wiki/Jizhong%20discovery,312
Fang Zengxian,Chinese,https://en.wikipedia.org/wiki/Fang%20Zengxian,44
Fang Zhaolin,Chinese Painter,https://en.wikipedia.org/wiki/Fang%20Zhaoling,496
Henri Fantin-Latour,French Painter,https://en.wikipedia.org/wiki/Henri%20Fantin-Latour,"4,134"
Cosimo Fanzago,Italian Sculptor,https://en.wikipedia.org/wiki/Cosimo%20Fanzago,299
Manny Farber,American Painter/Writer,https://en.wikipedia.org/wiki/Manny%20Farber,"1,932"
Paolo Farinati,Italian Painter,https://en.wikipedia.org/wiki/Paolo%20Farinati,208
Joseph Farington,English Painter,https://en.wikipedia.org/wiki/Joseph%20Farington,507
Joseph Anderson Faris,American,https://en.wikipedia.org/wiki/List%20of%20painters%20in%20the%20National%20Gallery%20of%20Art,705
Istvan Farkas,Hungarian Painter,https://en.wikipedia.org/wiki/Istv%C3%A1n%20Farkas%20%28painter%29,120
Gerald Farm,American,https://en.wikipedia.org/wiki/Gerald%20Cooper,"45,537"
John Farmer,Australian,https://en.wikipedia.org/wiki/John%20Boyd%20%28farmer%29,"1,260"
Henry F. Farny,French/American Painter/Printmaker,https://en.wikipedia.org/wiki/Henry%20Farny,"1,069"
Harun Farocki,Czech,https://en.wikipedia.org/wiki/Harun%20Farocki,"2,235"
David Farquarson,Scottish Painter,https://en.wikipedia.org/wiki/Bastille%20%28band%29,"45,754"
Joseph Farquharson,Scottish Painter,https://en.wikipedia.org/wiki/Joseph%20Farquharson,753
Ellen Burpee Farr,American,https://en.wikipedia.org/wiki/Ellen%20Frances%20Burpee%20Farr,53
Katherine Levin Farrell,American,https://en.wikipedia.org/wiki/Katherine%20Levin%20Farrell,42
Charles Farrer,English Painter,https://en.wikipedia.org/wiki/Thomas%20Farrer%2C%201st%20Baron%20Farrer,314
Henry Farrer,English/American Painter/Engraver,https://en.wikipedia.org/wiki/Henry%20Farrer,228
Stephen Farthing,British Painter,https://en.wikipedia.org/wiki/Stephen%20Farthing,252
Giovanni Fattori,Italian Painter,https://en.wikipedia.org/wiki/Giovanni%20Fattori,934
Louis Faurer,American Photographer,https://en.wikipedia.org/wiki/Louis%20Faurer,301
Jean Fautrier,French Painter,https://en.wikipedia.org/wiki/Jean%20Fautrier,805
Jean-Baptiste Fauvelet,French Painter,https://en.wikipedia.org/wiki/Louis%20Antoine%20Fauvelet%20de%20Bourrienne,779
Richard Faxon,French,https://en.wikipedia.org/wiki/Jim%20Rash,"106,635"
Luc Faydherbe,Flemish Sculptor/Architect,https://en.wikipedia.org/wiki/Church%20of%20Our%20Lady%20of%20Victories%20at%20the%20Sablon,"1,668"
Pericle Fazzini,Italian Sculptor,https://en.wikipedia.org/wiki/Pericle%20Fazzini,744
Kelly Fearing,American Painter,https://en.wikipedia.org/wiki/Kelly%20Fearing,93
Thomas Fearnley,Norwegian Painter,https://en.wikipedia.org/wiki/Astrup%20Fearnley%20Museum%20of%20Modern%20Art,"2,142"
Hilda Fearon,British,https://en.wikipedia.org/wiki/Hilda%20Fearon,123
Nicolai Fechin,Russian/American Painter,https://en.wikipedia.org/wiki/Nicolai%20Fechin,"2,021"
Giuseppi Fedi,Italian Painter,https://en.wikipedia.org/wiki/Giuseppi_Fedi,N/A
Pavel Fedotov,Russian Painter,https://en.wikipedia.org/wiki/Pavel%20Fedotov,637
Andreas Feininger,French/American Photographer,https://en.wikipedia.org/wiki/Andreas%20Feininger,"1,058"
Lux Feininger,German/American Photographer,https://en.wikipedia.org/wiki/Lyonel%20Feininger,"3,319"
Lyonel Feininger,American/German Painter,https://en.wikipedia.org/wiki/Lyonel%20Feininger,"3,319"
Lorser Feitelson,American,https://en.wikipedia.org/wiki/Lorser%20Feitelson,343
Robert Feke,American Painter,https://en.wikipedia.org/wiki/Robert%20Feke,503
Hans-Peter Feldmann,German Painter,https://en.wikipedia.org/wiki/Hans-Peter%20Feldmann,364
Conrad Felixmuller,German Printmaker,https://en.wikipedia.org/wiki/Conrad%20Felixm%C3%BCller,475
Charles Fenderich,American,https://en.wikipedia.org/wiki/Auguste%20Edouart,269
Peter Fendi,Austrian Painter,https://en.wikipedia.org/wiki/Peter%20Fendi,"4,488"
Feng Kanghou,Chinese Video Artist,https://en.wikipedia.org/wiki/Feng_Kanghou,N/A
Feng Mengbo,Chinese Video Artist,https://en.wikipedia.org/wiki/Feng%20Mengbo,213
Feng Zikai,Chinese,https://en.wikipedia.org/wiki/Feng%20Zikai,737
Josef Fenneker,Illustrator,https://en.wikipedia.org/wiki/Nerves%20%28film%29,234
Roger Fenton,English Photographer,https://en.wikipedia.org/wiki/Roger%20Fenton,"3,075"
Terry Fenton,Canadian Painter,https://en.wikipedia.org/wiki/Terry%20Fenton,61
Adolf Fenyes,Hungarian Painter,https://en.wikipedia.org/wiki/Adolf%20F%C3%A9nyes,148
Herbert Ferber,American Sculptor,https://en.wikipedia.org/wiki/Herbert%20Ferber,240
Karoly Ferenczy,Hungarian Painter,https://en.wikipedia.org/wiki/K%C3%A1roly%20Ferenczy,629
John Duncan Fergusson,British Painter,https://en.wikipedia.org/wiki/John%20Duncan%20Fergusson,972
Gregorio Fernandez,Spanish Sculptor,https://en.wikipedia.org/wiki/Gregorio%20Fernandez,"1,344"
Luis Fernandez,Spanish Painter,https://en.wikipedia.org/wiki/Luis%20Fern%C3%A1ndez%20%28actor%29,888
John Ferneley I,English Painter,https://en.wikipedia.org/wiki/John%20Ferneley,332
John Ferneley II,English Painter,https://en.wikipedia.org/wiki/Thomas%20Gresham,"3,359"
Angel Ferrant y Vazquez,Spanish Sculptor,https://en.wikipedia.org/wiki/%C3%81ngel%20Ferrant,94
Jackie Ferrara,American Sculptor,https://en.wikipedia.org/wiki/Jackie%20Ferrara,207
Defendente Ferrari,Italian Painter,https://en.wikipedia.org/wiki/Defendente%20Ferrari,222
Gaudenzio Ferrari,Italian Painter,https://en.wikipedia.org/wiki/Gaudenzio%20Ferrari,918
Jean-Joseph-Hippolyte-Romain Ferrat,French Sculptor,https://en.wikipedia.org/wiki/Hippolyte%20Ferrat,41
Ercole Ferrata,Italian Sculptor,https://en.wikipedia.org/wiki/Ercole%20Ferrata,369
